id,Content,Time,Category_1,Category_2,Category_3,Category_4,Category_5,Category_6,Category_7,Category_8,Category_9,Category_10,Category_11
R_ey8egv923FH4BqB,"I'm aware of commute club and carpool credit but it seems that you are only eligible if you are driving to Stanford's main campus and not satellite campuses. I understand that parking at the main hospital is an incredibly difficult challange but it seems a little unfair that only those employees are eligible for the benefits while others are making a similar sacrifice.  /  / Also, I was a contractor for quite some time and was uneligible for some of the programs which I totally understand but at the same time, I think some exceptions should be made because I was carpooling with Stanford employees/using public transportation/doing the work of a Stanford employee but treated as a ""second class citizen"" (I know that's a pretty extreme comparison- sorry). ",10/14/13,,,,Commute Club,,,,Carpooling/Vanpooling,,,
R_02EHHPqs10vXEpL,Would be great if you provide free passes for AC and U line. DB expresses doesn't come in my residence. ,10/14/13,,,Other transit,,,,,,,,
R_0cDjniaRZnkMgGF,Identifying cyclist and giving them all the information above.,10/14/13,Bike,,,,,,,,,,
R_bwluApUfieLF2pT,I hate that those of us at the NSH jobsite are not allowed to be in the commute club when i take Caltrain 95% of the time.,10/14/13,,,,Commute Club,,,,,,,
R_0HebKBzTUq7t4up,"I take the Line U daily. I am overall satisfied and am very appreciative of the free service. The only problem I have is that it is extremely crowded and I have to stand on the bus frequently. I believe an increase in the number of buses (adding more times, if allowed) would lessen this problem OR having the Line U not stop at Ardenwood Park & Ride. About half the people that take the Line U get off at the Ardenwood Park & Ride but there are several other services (such as Dumbarton and the Ardenwood Shuttle) that stop at the Ardenwood Park & Ride. It is unfair that the Line U is the only option I can take (because I get off in Fremont) and since I am the last stop (Campus Oval) I have to stand for about 45 minutes when riders getting off on Ardenwood could take other services. I've actually gotten used to standing so this isn't a huge issue for me but sometimes when I am tired and hot, I get slightly upset. Just wanted to make PT&S aware. Thank you for listening and thank you for the great opportunities for free commuting! ",10/14/13,,,Other transit,,,,,,,,
R_1ZVjZMtnM0O0t8N,It's a bummer to not benefit from many of these services as an off-site employee in mountain view.   ,10/14/13,,,,Commute Club,,,,,,,
R_a3OsHbGX98gqg05,"The commuting support is really great - but many programs are not available to post-docs, so I don't go out searching through your programs. This divide is unnecessary and probably keeps some people from clean air commuting practices...",10/14/13,Bike,,Other transit,Commute Club,Parking,,,Carpooling/Vanpooling,,,
R_cvwhefsd5WfmbCl,I'm really happy with the U line. There have been a few times when the bus didn't show up on time when I was leaving work which can be difficult because its my only way home. ,10/14/13,,,,,,,,,,,
R_e40aPQfPkThPk7r,I dont know where to get information from above- what is the web link ,10/14/13,Bike,Marguerite,,,Parking,,,,,,
R_0Pv23ha59onPkhL,"Stanford does a wonderful job encouraging people to use alternative modes of transportation. Unfortunately, the public transit options external to Stanford in the south bay take too long to get riders from point A to point B. If I were to take the Marguerite, Caltrain, and Lightrail home, the quickest trip possible would be 75 minutes. I can drive home from Stanford in 35 minutes with moderate traffic, 20 minutes with no traffic. ",10/14/13,,Marguerite,Other transit,,,,,,,,Other
R_bHF5JiauvBsrRGJ,Please allow people who work on Porter Dr. to be eligible for Clean Air Cash as many of us use buses & Caltrain for our commutes.,10/14/13,,,,Commute Club,,,,,,,
R_8hSVoG6oKbXddzv,More chances for part-time employees and dependents to qualify for some of these programs,10/14/13,,,,,,,,,,,
R_djz850ah6yRNIoJ,I don't understand why postdocs can't get a caltrain pass when they would use it instead of driving a car on campus.  ,10/14/13,,,,,,,,,,,
R_3dZdDwFkwR9ziJL,"If postdoc is eligible to get free Caltrain pass, I will consider switching to taking caltrain to work, instead of driving.",10/14/13,,,Other transit,,,,,,,,
R_blV6wl9VUVGw8JL,"i wish marguerite would offer from caltrain to hoover bldg, i know it's very close but it would be nice =) ",10/14/13,,Marguerite,,,,,,,,,
R_d0UY8tctoi8nXy5,These programs are great! ,10/14/13,,Marguerite,,Commute Club,,,,,,,
R_bOTS18chEatNKNn,"it would be nice to extend the GoPass program to include postdocs.  I believe many more postdocs would choose to commute if that were true. / also extended hours for marguerite transit to caltrain would be great.  Train only runs once an hour after 8, so only minimal service would be needed (particularly since it seems most people work at the med school)",10/14/13,,Marguerite,Other transit,,,,,,,,
R_2hk5qw3M8IkQHCR,It would be great if Postdoc's had access to the Go and Ecco passes,10/14/13,,,,,,,,,,,Other
R_01lIZQurhFRbnSJ,It would be nice if the Commute Club applied to employees who work off-campus. I walk to work on a regular basis.,10/14/13,,,,Commute Club,,,Walking,,,,
R_0DrfhEu8G5UJRCR,"I live on the west side of SF. I'd prefer to take transit but it would take almost 2 hours and require muni, bart and caltrain connections. I drive in 40 minutes. ",10/14/13,,,Other transit,,,,,,,,
R_8li4T9l31x2UtIp,"I have never heard of more than half of the programs above. Also, the fact that there is no quick route from Stanford West community to either the cancer center of the main hospital is a huge oversight.   I live literally 2 minutes away but have to take an annoying round about route with poorly timed stoplights and no bike lanes (construction) to get to and front work.",10/14/13,Bike,,,,,,,,,,Other
R_6EiXObZ9i18kwJf,The Menlo Park train station is several miles away from my Bohannon office location. It would be great if I could somehow get my bike on the train and ride it in from the train station.,10/14/13,,,,,,,,,,,
R_41Ppt4eDOwfb9Hf,"Provide easier options from south bay.  currently, I would need to take 3-4 different trains/bus if I solely rely on public commute (VTA, caltrain etc.).  This is over 2hrs one way.",10/14/13,,,Other transit,,,,,,,,
R_baoHVOjDfO4ZP8x,I wish the folks at the Research Park could qualify for the Commute Club!,10/14/13,,,,Commute Club,,,,,,,
R_5o47Ff4vhO2Idfv,"I believe postdocs deserve access to the Go Pass. We do a lot of work for the university and are responsible for a very sizable portion of the research done to bring money to Stanford. We are also not payed very much for the quality of our work, which is par for the course, but it would be great if Stanford could rewards us by helping with the cost of commuting (and not driving).",10/14/13,,,Other transit,,,,,,,,
R_6VAMswIMADEXXqR,"I just moved in. I would like to bike to campus if I could, and I plan to try. But living in Portola Valley means 9 miles of uphill ride back home in the evening. Being 58 years old, I am not sure I can still do it. Perhaps with an electric bike. I plan to try and see whether it is feasible. For the time being my wife simply drops me to work and keeps the car (which was not an option in the survey).",10/14/13,Bike,,,,,,,,,,
R_bHGEvJ1FhJ3SF3T,Great programs--all of them. PT&S is doing great!,10/14/13,,,,,,,,,,,Other
R_1RdmtzzLPjoruWF,"When using the U line or Dumbarton Express, the schedules did not show all the times these buses arrive at each stop; the stops I need nearest the hospital are not on the schedule, so I always had to guess when the bus would arrive based on where the bus was at other nearby stops. This was frustrating. ",10/14/13,,,Other transit,,,,,,,,
R_bD9NhbXs6fTWpiR,"It would be awesome to have a service for bike tuneups on campus, or a refund if taken to a local bike repair shop once per year. ",10/14/13,Bike,,,,,,,,,,
R_cIb2TDLILttLcmV,"#1 I actually think it's tacky that Stanford charges employees to park to go to work. Not only is that awful, but the parking isn't even close it's still a long walk no matter what time you get in.   / #2 I don't think you should charge/increase prices to park to discourage people from driving in.  That is like coming up with the idea to start taxing food to discourage people from eating.   / #3 I know there is a push to have people commute via alternate modes of transportation and the focus should be on incentives not punishing those that need to drive.  Some people drive for health reasons, pick up meeting food for department early in the morning, need to drop off kids at school,etc.   /  / #4 I love the idea of Marguerite but it doesn't go close enough to my house.  I wont get in my car and drive half way to work just to pull over, park, wait for marguerite in the cold, make additional pick-ups along the way and finally get to work just to have no car incase I have errands to do or need to leave.  IF the Marguerite had ONE route down El Camino then I would consider.  One shot down El Camino South.  Not too many stops ending at the edge of Mountain View then I would likely use it at least 75% of the time.",10/14/13,,Marguerite,,,Parking,,,,,,
R_dcKrxlA6nS8Uzg9,I would to be able to bike to work from Caltrain- any info on subsidy folding bike or any assistance in purchasing a bike would be fabulous!!!,10/14/13,Bike,,,,,,,,,,
R_6FIZIsiNjDe0EdL,"Unfortunately, clean air cash/commute club doesn't apply to those having to work offsite who actually need it just as much as everyone if not more.  The Marguerite shuttle doesn't coincide with the work hours train schedules offered at Menlo Park.",10/14/13,,Marguerite,,,,,Walking,Carpooling/Vanpooling,,,
R_6Kz2U8p7FB8SWP3,"I would use the Go Pass, but I am per diem and it is not available for me",10/14/13,,,Other transit,,,,,,,,
R_78p7b1tBgPw6ODb,"Survey doesn't apply to my circumstances very well. I am retired and serve as a volunteer on two committees. One meets quarterly at the FC for lunch, the other for a Fri/Sat session twice a year at the alumni center. My spouse and I attend multiple lectures and sports events as well, but those are at random times. ",10/14/13,,,,,,,,,,,
R_01h42y4B98980K1,I've been disappointed in Zimride web results - I have sent messages to a number of prospective drivers and have never received any replies.,10/14/13,Bike,,,,,,,Carpooling/Vanpooling,,,
R_etfHa7yPWNce2kB,I have found the P&TS website (and in person office) to be extremely accommodating and with parking permit options that match my needs as a part-time faculty member with a variable quarterly schedule on campus,10/14/13,,,,,,,,,P&TS website and/or online ordering system,,
R_0Bxq6W2v6OTBRdP,Go Pass is not available to SLAC personnel / Bicycle repair stands are not available at SLAC campus,10/14/13,Bike,,Other transit,,,,,,,,
R_a9r659g8JsVk9Xn,"really, stanford has all these things?   I guess I should do a bit more research!",10/14/13,,,,,,,,,,,
R_06z1ZJSs7MsTCQZ,Very appreciative of Caltrain pass - would be driving up and down to SF otherwise. Tried taking Marguerite to University Caltrain but thought the ride was not significantly shorter than personally driving so I always drive from Porter to University Caltrain.,10/14/13,,Marguerite,Other transit,,,,,,,,
R_e4zJZEn3X3Dk7uB,"Itv would be good to have some way to give bikes priority at places like the stop signs on Serra near Hoover tower, but strictly enforce stop signs and rules of the road at intersections like Serra and campus drive. / ",10/14/13,Bike,,,,,,,,,,
R_ahCnhj3kFrWjRyZ,Every year more buildings go up and more parking disappears. Parking for visitors is almost impossible as spaces are extremely limited - everywhere on campus except maybe Tressider lot but even then someone can circle around a long time before getting a spot. It is really untenable.,10/14/13,,,,,Parking,,,,,,
